equal	bektok	glauxwordid	chapsect	sentid	kastok	kaswordid	bekkpage	bekkline	textstatus
y	οὕτω	104286816	4.12	244749	οὕτω	1208	1449a	1	
y	καὶ	104286817	4.12	244749	καὶ	1209	1449a	1	
y	οὗτος	104286818	4.12	244749	οὗτος	1210	1449a	1	
y	πρὸς	104286819	4.12	244749	πρὸς	1211	1449a	1	
y	τὰς	104286820	4.12	244749	τὰς	1212	1449a	1	
y	κωμῳδίας	104286821	4.12	244749	κωμῳδίας	1213	1449a	1	
y	.	104286822	4.12	244749	.	1214	1449a	1	
y	παραφανείσης	104286823	4.13	244750	παραφανείσης	1215	1449a	1	
y	δὲ	104286824	4.13	244750	δὲ	1216	1449a	1	
y	τῆς	104286825	4.13	244750	τῆς	1217	1449a	1	
y	τραγῳδίας	104286826	4.13	244750	τραγῳδίας	1218	1449a	1	
y	καὶ	104286827	4.13	244750	καὶ	1219	1449a	1	
y	κωμῳδίας	104286828	4.13	244750	κωμῳδίας	1220	1449a	1	
y	οἱ	104286829	4.13	244750	οἱ	1221	1449a	1	
y	ἐφ’	104286830	4.13	244750	ἐφ’	1222	1449a	1	
y	ἑκατέραν	104286831	4.13	244750	ἑκατέραν	1223	1449a	1	
y	τὴν	104286832	4.13	244750	τὴν	1224	1449a	1	
y	ποίησιν	104286833	4.13	244750	ποίησιν	1225	1449a	1	
y	ὁρμῶντες	104286834	4.13	244750	ὁρμῶντες	1226	1449a	1	
y	κατὰ	104286835	4.13	244750	κατὰ	1227	1449a	1	
y	τὴν	104286836	4.13	244750	τὴν	1228	1449a	1	
y	οἰκείαν	104286837	4.13	244750	οἰκείαν	1229	1449a	1	
y	φύσιν	104286838	4.13	244750	φύσιν	1230	1449a	1	
n	,	104286839	4.13	244750	KASNA				
y	οἱ	104286840	4.13	244750	οἱ	1231	1449a	1	
y	μὲν	104286841	4.13	244750	μὲν	1232	1449a	1	
y	ἀντὶ	104286842	4.13	244750	ἀντὶ	1233	1449a	1	
y	τῶν	104286843	4.13	244750	τῶν	1234	1449a	1	
y	ἰάμβων	104286844	4.13	244750	ἰάμβων	1235	1449a	1	
y	κωμῳδοποιοὶ	104286845	4.13	244750	κωμῳδοποιοὶ	1236	1449a	1	
y	ἐγένοντο	104286846	4.13	244750	ἐγένοντο	1237	1449a	5	
y	,	104286847	4.13	244750	,	1238	1449a	5	
y	οἱ	104286848	4.13	244750	οἱ	1239	1449a	5	
y	δὲ	104286849	4.13	244750	δὲ	1240	1449a	5	
y	ἀντὶ	104286850	4.13	244750	ἀντὶ	1241	1449a	5	
y	τῶν	104286851	4.13	244750	τῶν	1242	1449a	5	
y	ἐπῶν	104286852	4.13	244750	ἐπῶν	1243	1449a	5	
y	τραγῳδοδιδάσκαλοι	104286853	4.13	244750	τραγῳδοδιδάσκαλοι	1244	1449a	5	
y	,	104286854	4.13	244750	,	1245	1449a	5	
y	διὰ	104286855	4.13	244750	διὰ	1246	1449a	5	
y	τὸ	104286856	4.13	244750	τὸ	1247	1449a	5	
y	μείζω	104286857	4.13	244750	μείζω	1248	1449a	5	
y	καὶ	104286858	4.13	244750	καὶ	1249	1449a	5	
y	ἐντιμότερα	104286859	4.13	244750	ἐντιμότερα	1250	1449a	5	
y	τὰ	104286860	4.13	244750	τὰ	1251	1449a	5	
y	σχήματα	104286861	4.13	244750	σχήματα	1252	1449a	5	
y	εἶναι	104286862	4.13	244750	εἶναι	1253	1449a	5	
y	ταῦτα	104286863	4.13	244750	ταῦτα	1254	1449a	5	
y	ἐκείνων	104286864	4.13	244750	ἐκείνων	1255	1449a	5	
y	.	104286865	4.13	244750	.	1256	1449a	5	
y	τὸ	104286866	4.13	244751	τὸ	1257	1449a	5	
y	μὲν	104286867	4.13	244751	μὲν	1258	1449a	5	
y	οὖν	104286868	4.13	244751	οὖν	1259	1449a	5	
y	ἐπισκοπεῖν	104286869	4.13	244751	ἐπισκοπεῖν	1260	1449a	5	
y	εἰ	104286870	4.13	244751	εἰ	1261	1449a	5	
y	ἄρα	104286871	4.13	244751	ἄρα	1262	1449a	5	
y	ἔχει	104286872	4.13	244751	ἔχει	1263	1449a	5	
y	ἤδη	104286873	4.13	244751	ἤδη	1264	1449a	5	
y	ἡ	104286874	4.13	244751	ἡ	1265	1449a	5	
y	τραγῳδία	104286875	4.13	244751	τραγῳδία	1266	1449a	5	
y	τοῖς	104286876	4.13	244751	τοῖς	1267	1449a	5	
y	εἴδεσιν	104286877	4.13	244751	εἴδεσιν	1268	1449a	5	
y	ἱκανῶς	104286878	4.13	244751	ἱκανῶς	1269	1449a	5	
y	ἢ	104286879	4.13	244751	ἢ	1270	1449a	5	
y	οὔ	104286880	4.13	244751	οὔ	1271	1449a	5	
y	,	104286881	4.13	244751	,	1272	1449a	5	
y	αὐτό	104286882	4.13	244751	αὐτό	1273	1449a	5	
y	τε	104286883	4.13	244751	τε	1274	1449a	5	
y	καθ’	104286884	4.13	244751	καθ’	1275	1449a	5	
y	αὑτὸ	104286885	4.13	244751	αὑτὸ	1276	1449a	5	
n	κρινόμενον	104286886	4.13	244751	κρῖναι	1277	1449a	5	
y	καὶ	104286887	4.13	244751	καὶ	1278	1449a	5	
y	πρὸς	104286888	4.13	244751	πρὸς	1279	1449a	5	
y	τὰ	104286889	4.13	244751	τὰ	1280	1449a	5	
y	θέατρα	104286890	4.13	244751	θέατρα	1281	1449a	5	
y	,	104286891	4.13	244751	,	1282	1449a	5	
y	ἄλλος	104286892	4.13	244751	ἄλλος	1283	1449a	5	
y	λόγος	104286893	4.13	244751	λόγος	1284	1449a	5	
y	.	104286894	4.13	244751	.	1285	1449a	5	
y	γενομένη	104286895	4.14	244752	γενομένη	1286	1449a	5	
y	δ’	104286896	4.14	244752	δ’	1287	1449a	5	
y	οὖν	104286897	4.14	244752	οὖν	1288	1449a	5	
y	ἀπ’	104286898	4.14	244752	ἀπ’	1289	1449a	5	
y	ἀρχῆς	104286899	4.14	244752	ἀρχῆς	1290	1449a	5	
n	αὐτοσχεδιαστικὴ	104286900	4.14	244752	αὐτοσχεδιαστικῆς	1291	1449a	10	
n	BEKNA				—	1292	1449a	10	
y	καὶ	104286901	4.14	244752	καὶ	1293	1449a	10	
y	αὐτὴ	104286902	4.14	244752	αὐτὴ	1294	1449a	10	
y	καὶ	104286903	4.14	244752	καὶ	1295	1449a	10	
y	ἡ	104286904	4.14	244752	ἡ	1296	1449a	10	
y	κωμῳδία	104286905	4.14	244752	κωμῳδία	1297	1449a	10	
y	,	104286906	4.14	244752	,	1298	1449a	10	
y	καὶ	104286907	4.14	244752	καὶ	1299	1449a	10	
y	ἡ	104286908	4.14	244752	ἡ	1300	1449a	10	
y	μὲν	104286909	4.14	244752	μὲν	1301	1449a	10	
y	ἀπὸ	104286910	4.14	244752	ἀπὸ	1302	1449a	10	
y	τῶν	104286911	4.14	244752	τῶν	1303	1449a	10	
y	ἐξαρχόντων	104286912	4.14	244752	ἐξαρχόντων	1304	1449a	10	
y	τὸν	104286913	4.14	244752	τὸν	1305	1449a	10	
y	διθύραμβον	104286914	4.14	244752	διθύραμβον	1306	1449a	10	
y	,	104286915	4.14	244752	,	1307	1449a	10	
y	ἡ	104286916	4.14	244752	ἡ	1308	1449a	10	
y	δὲ	104286917	4.14	244752	δὲ	1309	1449a	10	
y	ἀπὸ	104286918	4.14	244752	ἀπὸ	1310	1449a	10	
y	τῶν	104286919	4.14	244752	τῶν	1311	1449a	10	
y	τὰ	104286920	4.14	244752	τὰ	1312	1449a	10	
n	φαλλικά	104286921	4.14	244752	φαλλικὰ	1313	1449a	10	
n	,	104286922	4.14	244752	KASNA				
y	ἃ	104286923	4.14	244752	ἃ	1314	1449a	10	
y	ἔτι	104286924	4.14	244752	ἔτι	1315	1449a	10	
y	καὶ	104286925	4.14	244752	καὶ	1316	1449a	10	
y	νῦν	104286926	4.14	244752	νῦν	1317	1449a	10	
y	ἐν	104286927	4.14	244752	ἐν	1318	1449a	10	
y	πολλαῖς	104286928	4.14	244752	πολλαῖς	1319	1449a	10	
y	τῶν	104286929	4.14	244752	τῶν	1320	1449a	10	
y	πόλεων	104286930	4.14	244752	πόλεων	1321	1449a	10	
y	διαμένει	104286931	4.14	244752	διαμένει	1322	1449a	10	
y	νομιζόμενα	104286932	4.14	244752	νομιζόμενα	1323	1449a	10	
n	,	104286933	4.14	244752	—	1324	1449a	10	
y	κατὰ	104286934	4.14	244752	κατὰ	1325	1449a	10	
y	μικρὸν	104286935	4.14	244752	μικρὸν	1326	1449a	10	
y	ηὐξήθη	104286936	4.14	244752	ηὐξήθη	1327	1449a	10	
y	προαγόντων	104286937	4.14	244752	προαγόντων	1328	1449a	10	
y	ὅσον	104286938	4.14	244752	ὅσον	1329	1449a	10	
y	ἐγίγνετο	104286939	4.14	244752	ἐγίγνετο	1330	1449a	10	
y	φανερὸν	104286940	4.14	244752	φανερὸν	1331	1449a	10	
y	αὐτῆς	104286941	4.14	244752	αὐτῆς	1332	1449a	10	
n	,	104286942	4.14	244752	·	1333	1449a	10	
y	καὶ	104286943	4.15	244752	καὶ	1334	1449a	10	
y	πολλὰς	104286944	4.15	244752	πολλὰς	1335	1449a	10	
y	μεταβολὰς	104286945	4.15	244752	μεταβολὰς	1336	1449a	10	
y	μεταβαλοῦσα	104286946	4.15	244752	μεταβαλοῦσα	1337	1449a	10	
y	ἡ	104286947	4.15	244752	ἡ	1338	1449a	10	
y	τραγῳδία	104286948	4.15	244752	τραγῳδία	1339	1449a	15	
y	ἐπαύσατο	104286949	4.15	244752	ἐπαύσατο	1340	1449a	15	
y	,	104286950	4.15	244752	,	1341	1449a	15	
y	ἐπεὶ	104286951	4.15	244752	ἐπεὶ	1342	1449a	15	
y	ἔσχε	104286952	4.15	244752	ἔσχε	1343	1449a	15	
y	τὴν	104286953	4.15	244752	τὴν	1344	1449a	15	
y	αὑτῆς	104286954	4.15	244752	αὑτῆς	1345	1449a	15	
y	φύσιν	104286955	4.15	244752	φύσιν	1346	1449a	15	
y	.	104286956	4.15	244752	.	1347	1449a	15	
y	καὶ	104286957	4.16	244753	καὶ	1348	1449a	15	
y	τό	104286958	4.16	244753	τό	1349	1449a	15	
y	τε	104286959	4.16	244753	τε	1350	1449a	15	
y	τῶν	104286960	4.16	244753	τῶν	1351	1449a	15	
y	ὑποκριτῶν	104286961	4.16	244753	ὑποκριτῶν	1352	1449a	15	
y	πλῆθος	104286962	4.16	244753	πλῆθος	1353	1449a	15	
y	ἐξ	104286963	4.16	244753	ἐξ	1354	1449a	15	
y	ἑνὸς	104286964	4.16	244753	ἑνὸς	1355	1449a	15	
y	εἰς	104286965	4.16	244753	εἰς	1356	1449a	15	
y	δύο	104286966	4.16	244753	δύο	1357	1449a	15	
y	πρῶτος	104286967	4.16	244753	πρῶτος	1358	1449a	15	
y	Αἰσχύλος	104286968	4.16	244753	Αἰσχύλος	1359	1449a	15	
y	ἤγαγε	104286969	4.16	244753	ἤγαγε	1360	1449a	15	
n	,	104286970	4.16	244753	KASNA				
y	καὶ	104286971	4.16	244753	καὶ	1361	1449a	15	
y	τὰ	104286972	4.16	244753	τὰ	1362	1449a	15	
y	τοῦ	104286973	4.16	244753	τοῦ	1363	1449a	15	
y	χοροῦ	104286974	4.16	244753	χοροῦ	1364	1449a	15	
y	ἠλάττωσε	104286975	4.16	244753	ἠλάττωσε	1365	1449a	15	
n	,	104286976	4.16	244753	KASNA				
y	καὶ	104286977	4.16	244753	καὶ	1366	1449a	15	
y	τὸν	104286978	4.16	244753	τὸν	1367	1449a	15	
y	λόγον	104286979	4.16	244753	λόγον	1368	1449a	15	
n	πρωταγωνιστὴν	104286980	4.16	244753	πρωταγωνιστεῖν	1369	1449a	15	
y	παρεσκεύασεν	104286981	4.16	244753	παρεσκεύασεν	1370	1449a	15	
y	·	104286982	4.16	244753	·	1371	1449a	15	
y	τρεῖς	104286983	4.16	244754	τρεῖς	1372	1449a	15	
y	δὲ	104286984	4.16	244754	δὲ	1373	1449a	15	
y	καὶ	104286985	4.16	244754	καὶ	1374	1449a	15	
y	σκηνογραφίαν	104286986	4.16	244754	σκηνογραφίαν	1375	1449a	15	
y	Σοφοκλῆς	104286987	4.16	244754	Σοφοκλῆς	1376	1449a	15	
y	.	104286988	4.16	244754	.	1377	1449a	15	
y	ἔτι	104286989	4.17	244755	ἔτι	1378	1449a	15	
y	δὲ	104286990	4.17	244755	δὲ	1379	1449a	15	
y	τὸ	104286991	4.17	244755	τὸ	1380	1449a	15	
y	μέγεθος	104286992	4.17	244755	μέγεθος	1381	1449a	15	
n	BEKNA				·	1382	1449a	15	
y	ἐκ	104286993	4.17	244755	ἐκ	1383	1449a	15	
y	μικρῶν	104286994	4.17	244755	μικρῶν	1384	1449a	15	
y	μύθων	104286995	4.17	244755	μύθων	1385	1449a	15	
y	καὶ	104286996	4.17	244755	καὶ	1386	1449a	15	
y	λέξεως	104286997	4.17	244755	λέξεως	1387	1449a	20	
y	γελοίας	104286998	4.17	244755	γελοίας	1388	1449a	20	
n	,	104286999	4.17	244755	KASNA				
y	διὰ	104287000	4.17	244755	διὰ	1389	1449a	20	
y	τὸ	104287001	4.17	244755	τὸ	1390	1449a	20	
y	ἐκ	104287002	4.17	244755	ἐκ	1391	1449a	20	
y	σατυρικοῦ	104287003	4.17	244755	σατυρικοῦ	1392	1449a	20	
y	μεταβαλεῖν	104287004	4.17	244755	μεταβαλεῖν	1393	1449a	20	
n	,	104287005	4.17	244755	KASNA				
y	ὀψὲ	104287006	4.17	244755	ὀψὲ	1394	1449a	20	
y	ἀπεσεμνύνθη	104287007	4.17	244755	ἀπεσεμνύνθη	1395	1449a	20	
y	,	104287008	4.17	244755	,	1396	1449a	20	
y	τό	104287009	4.17	244755	τό	1397	1449a	20	
y	τε	104287010	4.17	244755	τε	1398	1449a	20	
y	μέτρον	104287011	4.17	244755	μέτρον	1399	1449a	20	
y	ἐκ	104287012	4.17	244755	ἐκ	1400	1449a	20	
y	τετραμέτρου	104287013	4.17	244755	τετραμέτρου	1401	1449a	20	
y	ἰαμβεῖον	104287014	4.17	244755	ἰαμβεῖον	1402	1449a	20	
y	ἐγένετο	104287015	4.17	244755	ἐγένετο	1403	1449a	20	
n	·	104287016	4.17	244755	.	1404	1449a	20	
y	τὸ	104287017	4.18	244756	τὸ	1405	1449a	20	
y	μὲν	104287018	4.18	244756	μὲν	1406	1449a	20	
y	γὰρ	104287019	4.18	244756	γὰρ	1407	1449a	20	
y	πρῶτον	104287020	4.18	244756	πρῶτον	1408	1449a	20	
y	τετραμέτρῳ	104287021	4.18	244756	τετραμέτρῳ	1409	1449a	20	
y	ἐχρῶντο	104287022	4.18	244756	ἐχρῶντο	1410	1449a	20	
y	διὰ	104287023	4.18	244756	διὰ	1411	1449a	20	
y	τὸ	104287024	4.18	244756	τὸ	1412	1449a	20	
y	σατυρικὴν	104287025	4.18	244756	σατυρικὴν	1413	1449a	20	
y	καὶ	104287026	4.18	244756	καὶ	1414	1449a	20	
y	ὀρχηστικωτέραν	104287027	4.18	244756	ὀρχηστικωτέραν	1415	1449a	20	
y	εἶναι	104287028	4.18	244756	εἶναι	1416	1449a	20	
y	τὴν	104287029	4.18	244756	τὴν	1417	1449a	20	
y	ποίησιν	104287030	4.18	244756	ποίησιν	1418	1449a	20	
y	,	104287031	4.18	244756	,	1419	1449a	20	
y	λέξεως	104287032	4.18	244756	λέξεως	1420	1449a	20	
y	δὲ	104287033	4.18	244756	δὲ	1421	1449a	20	
y	γενομένης	104287034	4.18	244756	γενομένης	1422	1449a	20	
y	αὐτὴ	104287035	4.18	244756	αὐτὴ	1423	1449a	20	
y	ἡ	104287036	4.18	244756	ἡ	1424	1449a	20	
y	φύσις	104287037	4.18	244756	φύσις	1425	1449a	20	
y	τὸ	104287038	4.18	244756	τὸ	1426	1449a	20	
y	οἰκεῖον	104287039	4.18	244756	οἰκεῖον	1427	1449a	20	
y	μέτρον	104287040	4.18	244756	μέτρον	1428	1449a	20	
n	εὗρεν	104287041	4.18	244756	εὗρε	1429	1449a	20	
y	·	104287042	4.18	244756	·	1430	1449a	20	
y	μάλιστα	104287043	4.18	244757	μάλιστα	1431	1449a	20	
y	γὰρ	104287044	4.18	244757	γὰρ	1432	1449a	20	
y	λεκτικὸν	104287045	4.18	244757	λεκτικὸν	1433	1449a	25	
y	τῶν	104287046	4.18	244757	τῶν	1434	1449a	25	
y	μέτρων	104287047	4.18	244757	μέτρων	1435	1449a	25	
y	τὸ	104287048	4.18	244757	τὸ	1436	1449a	25	
y	ἰαμβεῖόν	104287049	4.18	244757	ἰαμβεῖόν	1437	1449a	25	
y	ἐστιν	104287050	4.18	244757	ἐστιν	1438	1449a	25	
n	.	104287051	4.18	244757	·	1439	1449a	25	
y	σημεῖον	104287052	4.18	244758	σημεῖον	1440	1449a	25	
y	δὲ	104287053	4.18	244758	δὲ	1441	1449a	25	
y	τούτου	104287054	4.18	244758	τούτου	1442	1449a	25	
n	·	104287055	4.18	244758	,	1443	1449a	25	
y	πλεῖστα	104287056	4.19	244759	πλεῖστα	1444	1449a	25	
y	γὰρ	104287057	4.19	244759	γὰρ	1445	1449a	25	
y	ἰαμβεῖα	104287058	4.19	244759	ἰαμβεῖα	1446	1449a	25	
y	λέγομεν	104287059	4.19	244759	λέγομεν	1447	1449a	25	
y	ἐν	104287060	4.19	244759	ἐν	1448	1449a	25	
y	τῇ	104287061	4.19	244759	τῇ	1449	1449a	25	
y	διαλέκτῳ	104287062	4.19	244759	διαλέκτῳ	1450	1449a	25	
y	τῇ	104287063	4.19	244759	τῇ	1451	1449a	25	
y	πρὸς	104287064	4.19	244759	πρὸς	1452	1449a	25	
y	ἀλλήλους	104287065	4.19	244759	ἀλλήλους	1453	1449a	25	
y	,	104287066	4.19	244759	,	1454	1449a	25	
y	ἑξάμετρα	104287067	4.19	244759	ἑξάμετρα	1455	1449a	25	
y	δὲ	104287068	4.19	244759	δὲ	1456	1449a	25	
y	ὀλιγάκις	104287069	4.19	244759	ὀλιγάκις	1457	1449a	25	
y	καὶ	104287070	4.19	244759	καὶ	1458	1449a	25	
y	ἐκβαίνοντες	104287071	4.19	244759	ἐκβαίνοντες	1459	1449a	25	
y	τῆς	104287072	4.19	244759	τῆς	1460	1449a	25	
y	λεκτικῆς	104287073	4.19	244759	λεκτικῆς	1461	1449a	25	
y	ἁρμονίας	104287074	4.19	244759	ἁρμονίας	1462	1449a	25	
y	.	104287075	4.19	244759	.	1463	1449a	25	
y	ἔτι	104287076	4.20	244760	ἔτι	1464	1449a	25	
y	δὲ	104287077	4.20	244760	δὲ	1465	1449a	25	
y	ἐπεισοδίων	104287078	4.20	244760	ἐπεισοδίων	1466	1449a	25	
y	πλήθη	104287079	4.20	244760	πλήθη	1467	1449a	25	
n	BEKNA				.	1468	1449a	25	
y	καὶ	104287080	4.20	244760	καὶ	1469	1449a	25	
y	τὰ	104287081	4.20	244760	τὰ	1470	1449a	25	
n	ἄλλα	104287082	4.20	244760	ἄλλ’	1471	1449a	25	
y	ὡς	104287083	4.20	244760	ὡς	1472	1449a	25	
y	ἕκαστα	104287084	4.20	244760	ἕκαστα	1473	1449a	30	
y	κοσμηθῆναι	104287085	4.20	244760	κοσμηθῆναι	1474	1449a	30	
y	λέγεται	104287086	4.20	244760	λέγεται	1475	1449a	30	
n	.	104287087	4.20	244760	KASNA				
n	περὶ	104287088	4.21	244761	KASNA				
n	μὲν	104287089	4.21	244761	KASNA				
n	οὖν	104287090	4.21	244761	KASNA				
n	τούτων	104287091	4.21	244761	KASNA				
n	τοσαῦτα	104287092	4.21	244761	KASNA				
y	ἔστω	104287093	4.21	244761	ἔστω	1476	1449a	30	
y	ἡμῖν	104287094	4.21	244761	ἡμῖν	1477	1449a	30	
y	εἰρημένα	104287095	4.21	244761	εἰρημένα	1478	1449a	30	
y	·	104287096	4.21	244761	·	1479	1449a	30	
y	πολὺ	104287097	4.21	244762	πολὺ	1480	1449a	30	
y	γὰρ	104287098	4.21	244762	γὰρ	1481	1449a	30	
y	ἂν	104287099	4.21	244762	ἂν	1482	1449a	30	
y	ἴσως	104287100	4.21	244762	ἴσως	1483	1449a	30	
y	ἔργον	104287101	4.21	244762	ἔργον	1484	1449a	30	
y	εἴη	104287102	4.21	244762	εἴη	1485	1449a	30	
y	διεξιέναι	104287103	4.21	244762	διεξιέναι	1486	1449a	30	
y	καθ’	104287104	4.21	244762	καθ’	1487	1449a	30	
y	ἕκαστον	104287105	4.21	244762	ἕκαστον	1488	1449a	30	
y	.	104287106	4.21	244762	.	1489	1449a	30	
y	ἡ	104287107	5.1	244763	ἡ	1490	1449a	30	
y	δὲ	104287108	5.1	244763	δὲ	1491	1449a	30	
y	κωμῳδία	104287109	5.1	244763	κωμῳδία	1492	1449a	30	
n	ἐστίν	104287110	5.1	244763	ἐστὶν	1493	1449a	30	
n	,	104287111	5.1	244763	KASNA				
y	ὥσπερ	104287112	5.1	244763	ὥσπερ	1494	1449a	30	
y	εἴπομεν	104287113	5.1	244763	εἴπομεν	1495	1449a	30	
n	,	104287114	5.1	244763	KASNA				
y	μίμησις	104287115	5.1	244763	μίμησις	1496	1449a	30	
y	φαυλοτέρων	104287116	5.1	244763	φαυλοτέρων	1497	1449a	30	
y	μέν	104287117	5.1	244763	μέν	1498	1449a	30	
y	,	104287118	5.1	244763	,	1499	1449a	30	
y	οὐ	104287119	5.1	244763	οὐ	1500	1449a	30	
y	μέντοι	104287120	5.1	244763	μέντοι	1501	1449a	30	
y	κατὰ	104287121	5.1	244763	κατὰ	1502	1449a	30	
y	πᾶσαν	104287122	5.1	244763	πᾶσαν	1503	1449a	30	
y	κακίαν	104287123	5.1	244763	κακίαν	1504	1449a	30	
y	,	104287124	5.1	244763	,	1505	1449a	30	
y	ἀλλὰ	104287125	5.1	244763	ἀλλὰ	1506	1449a	30	
y	τοῦ	104287126	5.1	244763	τοῦ	1507	1449a	30	
y	αἰσχροῦ	104287127	5.1	244763	αἰσχροῦ	1508	1449a	30	
n	ἐστὶ	104287128	5.1	244763	ἐστι	1509	1449a	30	
y	τὸ	104287129	5.1	244763	τὸ	1510	1449a	30	
y	γελοῖον	104287130	5.1	244763	γελοῖον	1511	1449a	30	
y	μόριον	104287131	5.1	244763	μόριον	1512	1449a	30	
y	.	104287132	5.1	244763	.	1513	1449a	30	
y	τὸ	104287133	5.2	244764	τὸ	1514	1449a	30	
y	γὰρ	104287134	5.2	244764	γὰρ	1515	1449a	30	
y	γελοῖόν	104287135	5.2	244764	γελοῖόν	1516	1449a	30	
y	ἐστιν	104287136	5.2	244764	ἐστιν	1517	1449a	30	
y	ἁμάρτημά	104287137	5.2	244764	ἁμάρτημά	1518	1449a	35	
y	τι	104287138	5.2	244764	τι	1519	1449a	35	
y	καὶ	104287139	5.2	244764	καὶ	1520	1449a	35	
y	αἶσχος	104287140	5.2	244764	αἶσχος	1521	1449a	35	
y	ἀνώδυνον	104287141	5.2	244764	ἀνώδυνον	1522	1449a	35	
y	καὶ	104287142	5.2	244764	καὶ	1523	1449a	35	
y	οὐ	104287143	5.2	244764	οὐ	1524	1449a	35	
y	φθαρτικόν	104287144	5.2	244764	φθαρτικόν	1525	1449a	35	
y	,	104287145	5.2	244764	,	1526	1449a	35	
y	οἷον	104287146	5.2	244764	οἷον	1527	1449a	35	
y	εὐθὺς	104287147	5.2	244764	εὐθὺς	1528	1449a	35	
y	τὸ	104287148	5.2	244764	τὸ	1529	1449a	35	
y	γελοῖον	104287149	5.2	244764	γελοῖον	1530	1449a	35	
y	πρόσωπον	104287150	5.2	244764	πρόσωπον	1531	1449a	35	
y	αἰσχρόν	104287151	5.2	244764	αἰσχρόν	1532	1449a	35	
y	τι	104287152	5.2	244764	τι	1533	1449a	35	
y	καὶ	104287153	5.2	244764	καὶ	1534	1449a	35	
y	διεστραμμένον	104287154	5.2	244764	διεστραμμένον	1535	1449a	35	
y	ἄνευ	104287155	5.2	244764	ἄνευ	1536	1449a	35	
y	ὀδύνης	104287156	5.2	244764	ὀδύνης	1537	1449a	35	
y	.	104287157	5.2	244764	.	1538	1449a	35	
y	αἱ	104287158	5.3	244765	αἱ	1539	1449a	35	
y	μὲν	104287159	5.3	244765	μὲν	1540	1449a	35	
y	οὖν	104287160	5.3	244765	οὖν	1541	1449a	35	
y	τῆς	104287161	5.3	244765	τῆς	1542	1449a	35	
y	τραγῳδίας	104287162	5.3	244765	τραγῳδίας	1543	1449a	35	
y	μεταβάσεις	104287163	5.3	244765	μεταβάσεις	1544	1449a	35	
n	,	104287164	5.3	244765	KASNA				
y	καὶ	104287165	5.3	244765	καὶ	1545	1449a	35	
y	δι’	104287166	5.3	244765	δι’	1546	1449a	35	
y	ὧν	104287167	5.3	244765	ὧν	1547	1449a	35	
y	ἐγένοντο	104287168	5.3	244765	ἐγένοντο	1548	1449a	35	
n	,	104287169	5.3	244765	KASNA				
y	οὐ	104287170	5.3	244765	οὐ	1549	1449a	35	
y	λελήθασιν	104287171	5.3	244765	λελήθασιν	1550	1449a	35	
y	,	104287172	5.3	244765	,	1551	1449a	35	
y	ἡ	104287173	5.3	244765	ἡ	1552	1449a	35	
y	δὲ	104287174	5.3	244765	δὲ	1553	1449a	35	
y	κωμῳδία	104287175	5.3	244765	κωμῳδία	1554	1449a	35	
y	διὰ	104287176	5.3	244765	διὰ	1555	1449a	35	
y	τὸ	104287177	5.3	244765	τὸ	1556	1449a	35	
y	μὴ	104287178	5.3	244765	μὴ	1557	1449a	35	
y	σπουδάζεσθαι	104287179	5.3	244765	σπουδάζεσθαι	1558	1449a	35	
y	ἐξ	104287180	5.3	244765	ἐξ	1559	1449a	35	
y	ἀρχῆς	104287181	5.3	244765	ἀρχῆς	1560	1449a	35	
y	ἔλαθεν	104287182	5.3	244765	ἔλαθεν	1561	1449a	35	
y	·	104287183	5.3	244765	·	1562	1449a	35	
y	καὶ	104287184	5.3	244766	καὶ	1563	1449b	1	
y	γὰρ	104287185	5.3	244766	γὰρ	1564	1449b	1	
y	χορὸν	104287186	5.3	244766	χορὸν	1565	1449b	1	
y	κωμῳδῶν	104287187	5.3	244766	κωμῳδῶν	1566	1449b	1	
y	ὀψέ	104287188	5.3	244766	ὀψέ	1567	1449b	1	
y	ποτε	104287189	5.3	244766	ποτε	1568	1449b	1	
y	ὁ	104287190	5.3	244766	ὁ	1569	1449b	1	
y	ἄρχων	104287191	5.3	244766	ἄρχων	1570	1449b	1	
y	ἔδωκεν	104287192	5.3	244766	ἔδωκεν	1571	1449b	1	
y	,	104287193	5.3	244766	,	1572	1449b	1	
y	ἀλλ’	104287194	5.3	244766	ἀλλ’	1573	1449b	1	
y	ἐθελονταὶ	104287195	5.3	244766	ἐθελονταὶ	1574	1449b	1	
y	ἦσαν	104287196	5.3	244766	ἦσαν	1575	1449b	1	
y	.	104287197	5.3	244766	.	1576	1449b	1	
y	ἤδη	104287198	5.4	244767	ἤδη	1577	1449b	1	
y	δὲ	104287199	5.4	244767	δὲ	1578	1449b	1	
y	σχήματά	104287200	5.4	244767	σχήματά	1579	1449b	1	
y	τινα	104287201	5.4	244767	τινα	1580	1449b	1	
y	αὐτῆς	104287202	5.4	244767	αὐτῆς	1581	1449b	1	
y	ἐχούσης	104287203	5.4	244767	ἐχούσης	1582	1449b	1	
y	οἱ	104287204	5.4	244767	οἱ	1583	1449b	1	
y	λεγόμενοι	104287205	5.4	244767	λεγόμενοι	1584	1449b	1	
y	αὐτῆς	104287206	5.4	244767	αὐτῆς	1585	1449b	1	
y	ποιηταὶ	104287207	5.4	244767	ποιηταὶ	1586	1449b	1	
y	μνημονεύονται	104287208	5.4	244767	μνημονεύονται	1587	1449b	1	
y	.	104287209	5.4	244767	.	1588	1449b	1	
y	τίς	104287210	5.4	244768	τίς	1589	1449b	1	
